1,35.23424
2,29.847757
5,25.929129
6,26.892677
8,23.175406
10,43.7859
12,27.724363
14,25.992765
15,27.587196
17,16.89084
18,31.530184
20,34.855335
21,16.683002
22,24.814655
27,17.128626
30,29.064121
31,16.871735
34,17.180202
35,38.630993
37,35.76311
38,28.961658
39,32.239555
40,17.182241
45,22.435465
46,31.180977
48,22.299297
49,21.878267
50,16.90172
51,21.676636
52,23.345688
54,42.23027
55,25.500135
60,17.14075
62,19.940065
64,23.372065
65,35.711952
66,28.505243
68,23.120558
71,42.117138
75,24.659746
76,18.529127
77,23.933086
78,35.156853
79,35.534325
81,28.278751
85,23.02878
90,17.997822
92,22.561344
97,36.308655
100,31.74929
101,17.15014
103,26.594599
104,23.437521
105,34.096092
108,22.512333
109,32.58892
113,35.581062
116,39.851154
118,23.53996
122,31.735336
124,33.853184
125,16.962309
127,22.777086
133,27.477753
140,25.057106
141,30.73212
142,28.069372
144,23.716309
145,33.240574
150,24.805954
154,22.548477
155,39.96223
156,34.08673
157,18.347506
158,29.194933
159,16.91762
161,22.612988
162,21.979876
165,35.854263
167,35.037518
170,17.140566
171,33.35833
172,35.527718
175,17.95139
178,34.036705
179,31.95478
181,23.408672
186,35.871887
187,28.064102
188,17.15067
190,31.713142
193,26.48249
196,16.316525
198,22.219183
200,26.231836
202,35.875156
204,35.189148
205,28.256845
206,40.468605
208,28.370003
210,35.779606
211,34.843204
214,29.945955
215,23.02526
218,17.145645
220,30.15073
222,31.286047
224,34.525593
229,28.77477
230,29.108109
231,34.783916
235,41.773945
236,28.723896
238,21.921228
239,28.28752
240,35.46873
241,26.927649
242,23.523067
243,35.029854
245,22.898077
247,34.25309
249,23.190792
250,23.058607
251,26.983902
252,26.680939
253,22.699173
255,24.375101
258,33.632748
261,24.389755
262,34.07456
263,35.667427
264,33.86002
266,17.300634
267,17.269598
268,35.4426
270,35.415775
271,24.309084
272,17.252308
278,35.377
279,35.322647
283,34.284626
285,29.463915
293,46.160168
294,36.311417
295,32.25341
298,16.53397
299,17.150438
301,19.972252
302,19.88972
303,29.314707
304,28.297117
306,34.597324
308,25.65731
309,34.63572
310,23.04828
311,16.88294
312,36.284233
313,31.629202
315,22.787663
316,18.36464
317,35.139626
318,17.604084
319,31.64696
320,17.371887
325,30.608221
330,23.065022
331,25.640522
332,25.570885
333,26.298304
334,33.89264
337,25.918898
338,17.284613
342,28.640892
344,24.86847
345,23.823202
346,16.80572
350,17.27876
351,28.509993
352,23.09959
354,29.30796
356,42.27383
358,41.551395
361,22.790539
362,20.792698
363,23.119614
364,29.690088
366,22.594116
367,27.64176
372,27.681883
374,17.027016
375,27.777548
378,29.738342
379,18.730312
380,35.40057
382,34.860294
384,25.81878
385,33.055054
386,28.03205
389,27.583477
390,28.527426
391,22.967455
395,34.9607
397,35.3577
399,20.686647
402,28.431446
403,34.55248
406,18.196194
408,24.439444
409,27.152565
412,27.792475
413,17.50892
415,21.776371
416,16.975348
418,33.75307
420,36.276012
422,29.057453
424,25.830927
425,28.51938
427,30.953983
432,22.21037
434,35.27161
435,35.866676
436,26.669455
439,22.754356
440,31.13011
443,17.150677
447,16.994333
451,23.118753
452,17.137842
453,17.277212
456,28.507906
457,17.293264
458,17.297785
460,22.921808
462,25.31522
465,35.078606
466,23.4453
467,17.689068
471,34.960716
474,17.93659
477,22.165438
478,23.610975
479,35.742455
481,16.645023
482,21.6047
483,42.37117
484,26.971968
485,26.289629
487,34.535915
489,37.6254
491,14.539654
492,31.983755
493,31.669125
494,33.16892
495,31.629698
496,19.10614
497,24.911478
500,34.388863
501,28.283512
503,35.388752
505,22.16255
506,25.527481
511,17.384611
513,28.28866
516,17.150608
518,30.332935
520,29.183924
521,22.58666
522,22.143965
523,22.835653
524,18.885181
526,17.576136
527,25.32901
529,24.946907
531,16.842482
533,28.878784
535,26.847502
538,17.137058
545,34.473797
546,38.97631
548,22.668266
549,33.04167
553,35.221786
557,23.12445
558,25.987932
568,26.702
569,18.544035
571,32.980656
576,32.38946
577,35.87522
578,17.890606
580,34.301052
582,18.864717
583,19.304274
585,32.287655
587,34.518505
588,34.981445
590,31.077137
592,36.059303
596,34.59549
597,25.182894
601,21.562689
602,40.398033
603,16.875078
604,24.51839
605,32.72536
608,34.313206
612,22.02056
613,29.51486
614,33.705933
615,29.096888
618,17.030384
620,22.716208
622,26.965742
624,34.56159
625,26.658108
627,22.929737
630,22.22402
632,25.672657
635,36.27658
636,18.95904
638,15.581166
641,23.425121
643,17.007675
644,31.964588
646,35.909252
647,17.283367
648,21.936909
650,24.997105
652,16.051798
653,31.630898
654,34.871773
658,31.531614
661,38.66088
664,23.375654
666,36.35015
667,30.16821
670,22.587448
671,19.552193
672,22.636494
676,27.304731
679,32.20293
680,17.551355
683,16.825787
685,28.312849
687,17.308651
688,16.869324
689,22.15277
691,17.148085
693,36.237198
695,22.523329
698,28.288683
700,29.14156
702,45.021996
706,29.161524
710,23.162554
711,22.155142
713,16.937582
717,23.067965
718,36.482826
721,15.362076
722,17.433664
724,36.720505
725,34.337543
729,35.19376
731,26.40595
733,35.321655
736,30.329653
737,16.848413
738,17.499052
740,19.109446
741,35.655987
745,23.324327
746,26.134678
748,24.014418
750,12.971529
751,22.471134
752,28.599255
753,27.55441
757,27.806362
760,16.808563
765,27.612904
766,22.938858
767,24.633583
769,25.931967
773,30.850027
775,17.14628
780,23.480175
783,17.324057
784,25.185822
785,26.871109
786,34.353443
788,31.929346
789,35.213093
790,29.98782
792,27.724195
794,22.504461
795,31.39939
796,34.499985
798,43.422367
801,36.206036
803,34.52084
805,21.57672
808,22.186401
809,44.092026
811,22.44124
813,28.055637
814,38.014328
817,29.037521
818,25.771576
819,21.133043
822,23.466862
823,19.339098
826,22.343456
827,34.045345
830,27.844501
832,22.098114
834,31.641983
837,34.801483
844,35.61271
848,21.29565
852,16.843037
855,25.617256
856,35.836926
857,27.331175
858,33.577454
859,23.040861
860,17.57939
862,28.508432
863,40.094006
864,35.761105
865,22.62229
867,35.856644
873,17.149803
874,28.653746
875,24.873587
876,36.539066
878,35.110447
883,35.18691
884,22.455494
885,22.057053
886,31.607477
894,34.54491
895,27.969383
898,29.23248
899,26.59967
902,22.692635
904,32.226593
905,35.87391
906,35.493526
908,33.644745
909,21.985779
912,35.018806
913,16.946268
915,25.475088
918,27.95558
919,15.3126545
920,17.28986
922,17.285519
923,15.354422
924,29.160063
926,22.31851
927,25.285667
929,22.138823
934,25.227598
938,36.260735
939,22.334011
940,34.672745
942,27.808432
944,20.65934
945,27.748266
946,28.50129
948,23.146399
950,16.782715
952,17.225254
956,27.865816
957,36.022156
958,25.40966
959,17.665598
960,23.56335
963,35.41331
964,22.503906
969,23.835936
971,35.37676
975,36.365837
979,32.043312
982,22.234613
984,28.768574
985,27.27473
986,30.097609
987,23.12839
988,23.046694
989,34.262173
990,22.6027
991,23.055738
992,31.216585
993,32.08254
996,15.183469
998,25.943743
999,40.407154
